,Protein Annotation,Day21-ETP,sgRNA_vs_Target,TID,MatchResult
24912,11.73,-3.567473147,15,0,0
24913,11.73,-3.730052645,15,0,1
24917,11.73,-4.23691188,12,0,0
24918,11.73,-4.23691188,12,0,0
24919,11.73,-4.5151887760000005,16,0,1
24920,11.73,-4.817148249,16,0,0
24922,11.73,-4.957541073,15,0,1
24923,48.77,0.977167467,12,0,1
24928,48.77,0.195415548,10,0,0
24929,48.77,0.192852158,17,0,1
24930,48.77,0.111881401,16,0,1
24932,48.77,0.06449706599999999,10,0,1
24936,48.77,-0.1276735,16,0,1
24937,48.77,-0.179841736,7,0,1
24938,48.77,-0.179841736,7,0,1
24939,48.77,-0.218361528,18,0,1
24940,48.77,-0.218361528,18,0,1
24942,48.77,-0.385734357,14,0,1
24943,48.77,-0.436990595,9,0,1
24944,48.77,-0.600979322,14,0,1
24945,48.77,-0.635199482,6,0,0
24947,48.77,-0.7003296290000001,9,0,0
24948,48.77,-0.715184906,12,0,0
24949,48.77,-0.726896526,17,0,1
24950,48.77,-0.726896526,17,0,1
24951,48.77,-0.726896526,17,0,1
24953,48.77,-0.776753595,6,0,1
24957,48.77,-0.809399002,16,0,1
24958,48.77,-0.813037803,8,0,1
24959,48.77,-0.8676558440000001,9,0,1
24960,48.77,-0.8676558440000001,9,0,1
24961,48.77,-0.920842118,6,0,1
24962,48.77,-0.929581214,10,0,1
24963,48.77,-0.941139264,16,0,1
24965,48.77,-1.01660537,15,0,1
24966,48.77,-1.01660537,15,0,1
24967,48.77,-1.01660537,15,0,1
24971,48.77,-1.258879977,19,0,1
24973,48.77,-1.307922339,14,0,1
24975,48.77,-1.322243632,10,0,1
24976,48.77,-1.367711848,10,0,1
24977,48.77,-1.389793345,14,0,0
24978,48.77,-1.397918265,11,0,1
24979,48.77,-1.572898937,14,0,1
24981,48.77,-1.6913669930000002,15,0,1
24982,48.77,-1.714914378,15,0,1
24984,48.77,-1.7513323280000002,16,0,1
24985,48.77,-1.775434557,7,0,0
24989,48.77,-1.881024913,10,0,1
24990,48.77,-1.960577505,9,0,1
24993,48.77,-1.961508906,19,0,1
24994,48.77,-1.961508906,19,0,1
24998,48.77,-2.108761732,18,0,0
25001,48.77,-2.289086566,10,0,1
25002,48.77,-2.289086566,10,0,1
25004,48.77,-2.321743367,13,0,1
25005,48.77,-2.321743367,13,0,1
25006,48.77,-2.354563514,18,0,1
25007,48.77,-2.356262846,8,0,1
25008,48.77,-2.356262846,8,0,1
25009,48.77,-2.363069174,11,0,1
25010,48.77,-2.363069174,11,0,1
25011,48.77,-2.363069174,11,0,1
25012,48.77,-2.363069174,11,0,1
25013,48.77,-2.412270915,20,0,1
25015,48.77,-2.480497308,13,0,1
25016,48.77,-2.486354118,7,0,1
25017,48.77,-2.548743741,10,0,1
25018,48.77,-2.583143255,10,0,1
25019,48.77,-2.646827199,7,0,1
25020,48.77,-2.708530942,8,0,0
25022,48.77,-2.777687939,15,0,1
25029,48.77,-2.953398341,12,0,1
25030,48.77,-2.953398341,12,0,1
25032,48.77,-2.994054249,11,0,0
25033,48.77,-2.994054249,11,0,0
25034,48.77,-2.994054249,11,0,0
25037,48.77,-3.038340985,17,0,1
25040,48.77,-3.0606332710000004,12,0,1
25043,48.77,-3.124987922,10,0,1
25044,48.77,-3.2436781439999995,14,0,1
25047,48.77,-3.258372941,19,0,0
25048,48.77,-3.2757408530000003,13,0,1
25049,48.77,-3.304405529,13,0,0
25052,48.77,-3.398974155,19,0,1
25055,48.77,-3.419352073,15,0,0
25056,48.77,-3.419352073,15,0,0
25058,48.77,-3.500542349,6,0,1
25059,48.77,-3.50904983,14,0,1
25060,48.77,-3.50904983,14,0,1
25062,48.77,-3.760993092,15,0,1
25063,48.77,-3.795009332,8,0,1
25064,48.77,-3.800499637,17,0,0
25065,48.77,-3.800499637,17,0,0
25068,48.77,-4.007652962,16,0,1
25069,48.77,-4.007652962,16,0,1
25070,48.77,-4.007652962,16,0,1
25075,34.57,-0.151015845,18,0,1
25076,34.57,-0.151015845,18,0,1
25077,34.57,-0.151015845,18,0,1
25078,34.57,-0.194954316,6,0,1
25079,34.57,-0.217494934,17,0,1
25080,34.57,-0.278797356,7,0,1
25081,34.57,-0.303939743,20,0,1
25083,34.57,-0.3224026,17,0,1
25084,34.57,-0.3799226,15,0,1
25085,34.57,-0.417566976,8,0,1
25086,34.57,-0.433192138,8,0,0
25087,34.57,-0.433192138,8,0,0
25089,34.57,-0.433192138,8,0,0
25091,34.57,-0.492467075,17,0,1
25095,34.57,-0.558420959,16,0,1
25098,34.57,-0.608426444,19,0,1
25100,34.57,-0.6256825189999999,13,0,1
25101,34.57,-0.647290617,14,0,0
25102,34.57,-0.647290617,14,0,0
25104,34.57,-0.66951992,7,0,1
25106,34.57,-0.6872531390000001,10,0,1
25107,34.57,-0.71198855,11,0,0
25108,34.57,-0.7171940859999999,17,0,1
25109,34.57,-0.798775184,12,0,1
25110,34.57,-0.814794366,17,0,1
25111,34.57,-0.814794366,17,0,1
25112,34.57,-0.814794366,17,0,1
25115,34.57,-0.898119707,6,0,0
25119,34.57,-0.970046063,13,0,1
25121,34.57,-0.986166559,6,0,1
25123,34.57,-0.992391174,19,0,1
25124,34.57,-0.992391174,19,0,1
25126,34.57,-1.028981999,14,0,1
25127,34.57,-1.028981999,14,0,1
25128,34.57,-1.028981999,14,0,1
25129,34.57,-1.031030777,18,0,1
25132,34.57,-1.091903034,13,0,1
25133,34.57,-1.143365093,9,0,1
25135,34.57,-1.159252472,16,0,1
25136,34.57,-1.159252472,16,0,1
25137,34.57,-1.162926067,9,0,1
25138,34.57,-1.162926067,9,0,1
25139,34.57,-1.1929296390000002,14,0,1
25141,34.57,-1.217829747,13,0,1
25142,34.57,-1.21843379,6,0,1
25147,34.57,-1.2904006140000002,16,0,1
25148,34.57,-1.307522598,10,0,1
25150,34.57,-1.356188933,11,0,1
25151,34.57,-1.356188933,11,0,1
25153,34.57,-1.366991592,11,0,1
25154,34.57,-1.397576925,8,0,1
25155,34.57,-1.433226125,14,0,1
25160,34.57,-1.546819454,7,0,1
25161,34.57,-1.5848925969999998,17,0,1
25163,34.57,-1.616675095,13,0,1
25166,34.57,-1.616675095,13,0,1
25167,34.57,-1.62919744,18,0,0
25168,34.57,-1.62919744,18,0,0
25171,34.57,-1.665398149,7,0,1
25172,34.57,-1.6880934680000002,7,0,1
25176,34.57,-1.73615798,19,0,0
25179,34.57,-1.780319735,10,0,1
25180,34.57,-1.780319735,10,0,1
25181,34.57,-1.811117039,13,0,0
25183,34.57,-1.812029339,19,0,1
25186,34.57,-1.887351266,15,0,0
25188,34.57,-1.904320683,16,0,1
25190,34.57,-1.935325601,12,0,0
25193,34.57,-1.965809626,12,0,1
25194,34.57,-1.965809626,12,0,1
25195,34.57,-2.008027235,18,0,1
25199,34.57,-2.032059552,7,0,1
25200,34.57,-2.073216749,16,0,1
25201,34.57,-2.086594866,12,0,1
25204,34.57,-2.181670376,7,0,1
25205,34.57,-2.181670376,7,0,1
25206,34.57,-2.193195657,16,0,1
25208,34.57,-2.289652985,11,0,1
25210,34.57,-2.403364712,16,0,0
25212,34.57,-2.456985306,7,0,0
25213,34.57,-2.532878891,7,0,1
25217,34.57,-2.645331517,13,0,1
25218,34.57,-2.657435627,15,0,1
25221,34.57,-2.818831665,9,0,0
25222,34.57,-2.833815591,8,0,1
25223,34.57,-2.833815591,8,0,1
25224,34.57,-2.833815591,8,0,1
25225,34.57,-2.833815591,8,0,1
25226,34.57,-2.906722629,15,0,1
25227,34.57,-2.906722629,15,0,1
25228,34.57,-3.053588328,9,0,1
25230,34.57,-3.145045672,10,0,0
25235,34.57,-4.240019767,7,0,1
25236,34.57,-4.488541821,17,0,0
25237,34.57,-4.488541821,17,0,0
25239,15.38,3.422327309,17,1,1
25248,15.38,3.177534795,17,1,1
25251,15.38,3.11902781,19,1,0
25252,15.38,3.11902781,19,1,0
25256,15.38,3.098866948,19,1,1
25257,15.38,3.072283953,15,1,1
25258,15.38,3.072283953,15,1,1
25260,15.38,3.039969744,18,1,1
25261,15.38,3.021762604,18,1,1
25263,15.38,2.980311554,15,1,1
25265,15.38,2.978966644,18,1,1
25269,15.38,2.934589773,14,1,1
25271,15.38,2.922309251,17,1,1
25272,15.38,2.922309251,17,1,1
25273,15.38,2.888691962,17,1,1
25275,15.38,2.866812103,14,1,1
25276,15.38,2.866812103,14,1,1
25277,15.38,2.866812103,14,1,1
25278,15.38,2.859556824,18,1,1
25282,15.38,2.813767126,19,1,1
25284,15.38,2.768453886,14,1,1
25287,15.38,2.7245349460000003,15,1,1
25289,15.38,2.703276025,17,1,1
25291,15.38,2.651017275,13,1,1
25292,15.38,2.637624769,17,1,1
25296,15.38,2.593322281,19,1,1
25297,15.38,2.575173943,18,1,1
25298,15.38,2.563570177,16,1,1
25299,15.38,2.563570177,16,1,1
25302,15.38,2.539245866,19,1,1
25304,15.38,2.5118523230000003,19,1,1
25305,15.38,2.497683671,13,1,1
25306,15.38,2.390064195,20,1,0
25307,15.38,2.390064195,20,1,1
25308,15.38,2.390064195,20,1,1
25310,15.38,2.369159169,13,1,1
25312,15.38,2.35166634,19,1,1
25313,15.38,2.35166634,19,1,1
25314,15.38,2.35166634,19,1,1
25316,15.38,2.2529924830000003,16,1,1
25322,15.38,1.7757306080000002,18,1,1
25323,15.38,1.7757306080000002,18,1,1
25324,15.38,1.7757306080000002,18,1,1
25325,15.38,1.636796237,16,1,1
25332,15.38,0.434857666,13,1,1
25333,15.38,0.434857666,13,1,1
25334,15.38,0.434857666,13,1,1
25335,15.38,0.179480461,15,1,0
25337,15.38,-0.136706197,7,1,0
25339,15.38,-0.208882187,11,1,0
25340,15.38,-0.293382734,10,1,1
25342,15.38,-0.398030525,13,1,0
25343,15.38,-0.398030525,13,1,0
25344,15.38,-0.417708494,7,1,1
25345,15.38,-0.556283724,8,1,1
25346,15.38,-0.585701999,12,1,1
25348,15.38,-0.722042075,8,1,1
25349,15.38,-0.728886172,12,1,0
25350,15.38,-0.786889926,7,1,1
25351,15.38,-0.825787253,8,1,1
25353,15.38,-0.8787809870000001,8,1,1
25355,15.38,-0.94372792,12,1,1
25357,15.38,-1.221344263,12,1,1
25358,15.38,-1.221344263,12,1,1
25360,15.38,-1.270531534,11,1,1
25361,15.38,-1.361952345,10,1,1
25362,15.38,-1.370120003,7,1,1
25363,15.38,-1.376362066,17,1,0
25364,15.38,-1.4051303519999998,11,1,1
25365,15.38,-1.41525683,12,1,1
25366,15.38,-1.446205026,11,1,1
25367,15.38,-1.446205026,11,1,1
25370,15.38,-1.71438184,10,1,0
25371,15.38,-1.836871449,8,1,1
25372,15.38,-1.874670045,9,1,0
25374,15.38,-1.874670045,9,1,0
25375,15.38,-1.890044775,12,1,1
25376,15.38,-2.128010762,14,1,0
25377,15.38,-2.128010762,14,1,0
25379,15.38,-2.247171739,8,1,0
25380,15.38,-2.297968748,8,1,1
25381,15.38,-2.297968748,8,1,1
25383,15.38,-2.9052912230000003,18,1,0
25384,15.38,-2.9052912230000003,18,1,0
25385,15.38,-2.9565109689999995,16,1,0
25386,15.38,-2.970840878,10,1,1
25387,15.38,-2.970840878,10,1,1
25388,15.38,-3.104864858,9,1,1
25389,15.38,-3.2148682660000003,9,1,1
25390,15.38,-3.296687722,12,1,1
25391,15.38,-4.346571816,13,1,1
25392,15.38,-4.625416832,9,1,1
25393,15.38,-4.625416832,9,1,1
25394,15.38,-4.625416832,9,1,1
25397,10.71,3.796069861,19,1,1
25404,10.71,3.272379605,19,1,1
25405,10.71,3.272379605,19,1,1
25407,10.71,3.272379605,19,1,1
25409,10.71,3.218938774,20,1,0
25411,10.71,3.218938774,20,1,1
25412,10.71,3.218938774,20,1,1
25413,10.71,3.2108954460000003,15,1,1
25414,10.71,3.2108954460000003,15,1,1
25417,10.71,3.142087244,19,1,1
25420,10.71,2.802845442,19,1,1
25422,10.71,2.766164491,15,1,1
25427,10.71,2.7224195310000003,19,1,1
25431,10.71,2.528768341,16,1,1
25433,10.71,2.377052161,19,1,1
25438,10.71,2.222698288,16,1,1
25439,10.71,2.222698288,16,1,1
25447,10.71,1.374019331,16,1,1
25448,10.71,1.23260288,15,1,1
25449,10.71,1.196557982,16,1,1
25450,10.71,0.814501765,7,1,0
25459,10.71,0.398072386,19,1,0
25460,10.71,0.398072386,19,1,0
25462,10.71,0.27796641,17,1,1
25464,10.71,0.261781398,12,1,1
25465,10.71,0.261781398,12,1,1
25469,10.71,0.209144439,17,1,1
25470,10.71,0.209144439,17,1,1
25471,10.71,0.209144439,17,1,1
25472,10.71,0.209144439,17,1,1
25473,10.71,0.105427899,14,1,1
25475,10.71,-0.089563975,9,1,1
25476,10.71,-0.144005788,15,1,0
25478,10.71,-0.320152914,11,1,1
25479,10.71,-0.34925901600000003,18,1,1
25480,10.71,-0.399508239,7,1,1
25481,10.71,-0.46787829,18,1,1
25483,10.71,-0.550228991,12,1,1
25484,10.71,-0.584558779,18,1,1
25485,10.71,-0.606863485,16,1,1
25486,10.71,-0.610720962,17,1,0
25488,10.71,-0.610720962,17,1,0
25489,10.71,-0.610720962,17,1,0
25492,10.71,-0.6588224,16,1,1
25493,10.71,-0.66953391,7,1,1
25496,10.71,-0.744776498,10,1,1
25497,10.71,-0.754773593,10,1,1
25498,10.71,-0.788569517,8,1,0
25502,10.71,-0.845363007,12,1,0
25505,10.71,-0.922765431,8,1,1
25506,10.71,-0.947372747,18,1,1
25507,10.71,-0.947372747,18,1,1
25508,10.71,-0.962645251,11,1,1
25510,10.71,-1.013403036,13,1,1
25511,10.71,-1.022924656,13,1,1
25512,10.71,-1.022924656,13,1,1
25516,10.71,-1.143822186,10,1,1
25517,10.71,-1.172496667,13,1,1
25518,10.71,-1.181786576,16,1,1
25519,10.71,-1.303017967,18,1,0
25520,10.71,-1.306571191,13,1,0
25523,10.71,-1.32463431,10,1,1
25524,10.71,-1.328352265,10,1,1
25525,10.71,-1.3429989219999998,7,1,1
25527,10.71,-1.352353991,16,1,1
25530,10.71,-1.400941835,17,1,1
25531,10.71,-1.474304737,10,1,1
25532,10.71,-1.504073801,10,1,1
25533,10.71,-1.571883282,14,1,0
25537,10.71,-1.653823674,18,1,1
25539,10.71,-1.724461215,16,1,0
25540,10.71,-1.754110923,16,1,1
25543,10.71,-1.785479578,14,1,1
25544,10.71,-1.785479578,14,1,1
25548,10.71,-1.807395856,8,1,1
25549,10.71,-1.819449036,10,1,1
25551,10.71,-1.91361227,9,1,1
25552,10.71,-1.991646864,10,1,1
25557,10.71,-1.991646864,10,1,1
25558,10.71,-2.055564148,11,1,1
25559,10.71,-2.055564148,11,1,1
25560,10.71,-2.055564148,11,1,1
25561,10.71,-2.055564148,11,1,1
25564,10.71,-2.26903305,14,1,1
25566,10.71,-2.356146004,12,1,1
25567,10.71,-2.448570589,9,1,1
25570,10.71,-2.448570589,9,1,1
25571,10.71,-2.8718375010000003,8,1,1
25572,10.71,-2.8718375010000003,8,1,1
25573,10.71,-3.018524599,18,1,1
25574,10.71,-3.2552322960000004,10,1,0
25577,10.71,-3.891650688,9,1,0
25578,10.71,-4.474363594,11,1,0
25579,10.71,-4.474363594,11,1,0
25580,10.71,-4.474363594,11,1,0
25582,18.68,2.187334066,19,1,1
25584,18.68,2.166502943,19,1,1
25586,18.68,2.055537856,20,1,0
25587,18.68,2.055537856,20,1,1
25588,18.68,2.055537856,20,1,1
25594,18.68,1.681876383,19,1,1
25595,18.68,1.681876383,19,1,1
25596,18.68,1.681876383,19,1,1
25599,18.68,1.660522639,19,1,1
25600,18.68,1.6479579169999998,18,1,1
25601,18.68,1.609638125,15,1,1
25602,18.68,1.609298268,15,1,1
25603,18.68,1.609298268,15,1,1
25604,18.68,1.609298268,15,1,1
25606,18.68,1.566027337,14,1,1
25608,18.68,1.533189802,19,1,1
25610,18.68,1.5222580819999998,17,1,1
25612,18.68,1.519394362,19,1,0
25613,18.68,1.519394362,19,1,0
25614,18.68,1.4951073259999998,17,1,1
25616,18.68,1.4507868519999998,18,1,1
25617,18.68,1.448080966,17,1,1
25618,18.68,1.44344561,18,1,1
25620,18.68,1.378730877,18,1,1
25621,18.68,1.378730877,18,1,1
25622,18.68,1.378730877,18,1,1
25626,18.68,1.3463959230000002,7,1,0
25630,18.68,1.239920284,19,1,1
25631,18.68,1.14926318,18,1,1
25635,18.68,1.075625821,14,1,1
25641,18.68,0.920214945,17,1,1
25642,18.68,0.920214945,17,1,1
25643,18.68,0.914868545,14,1,1
25648,18.68,0.802314036,17,1,1
25649,18.68,0.729448372,16,1,1
25650,18.68,0.729448372,16,1,1
25656,18.68,0.566517714,18,1,1
25657,18.68,0.549429308,15,1,0
25658,18.68,0.549429308,15,1,0
25661,18.68,0.37912356,18,1,0
25662,18.68,0.37912356,18,1,0
25668,18.68,-0.007236756,14,1,0
25669,18.68,-0.017308069,14,1,1
25670,18.68,-0.017308069,14,1,1
25672,18.68,-0.110522494,10,1,0
25675,18.68,-0.204853791,15,1,1
25676,18.68,-0.249706319,9,1,0
25678,18.68,-0.29203926,9,1,1
25679,18.68,-0.29203926,9,1,1
25680,18.68,-0.297300455,17,1,1
25681,18.68,-0.306163613,16,1,1
25683,18.68,-0.340896783,12,1,1
25684,18.68,-0.386438145,14,1,1
25686,18.68,-0.501249346,8,1,0
25687,18.68,-0.501249346,8,1,0
25689,18.68,-0.5640322289999999,7,1,1
25690,18.68,-0.631085305,7,1,1
25692,18.68,-0.6917053870000001,13,1,1
25693,18.68,-0.7668908990000001,14,1,1
25694,18.68,-0.792026125,16,1,1
25695,18.68,-0.8576621440000001,13,1,0
25696,18.68,-0.8576621440000001,13,1,0
25697,18.68,-0.90750463,7,1,1
25699,18.68,-1.001614339,13,1,1
25701,18.68,-1.055875143,11,1,0
25703,18.68,-1.099541923,11,1,1
25704,18.68,-1.155280776,12,1,0
25706,18.68,-1.197760685,7,1,1
25708,18.68,-1.3569801,9,1,1
25710,18.68,-1.390552887,9,1,1
25712,18.68,-1.512825887,13,1,1
25713,18.68,-1.512825887,13,1,1
25714,18.68,-1.512825887,13,1,1
25715,18.68,-1.572395353,10,1,1
25716,18.68,-1.572395353,10,1,1
25717,18.68,-1.65543301,7,1,1
25719,18.68,-1.870492175,12,1,1
25721,18.68,-1.870492175,12,1,1
25722,18.68,-1.905723716,10,1,1
25723,18.68,-1.917377289,12,1,1
25724,18.68,-2.011312591,12,1,1
25725,18.68,-2.118401555,11,1,1
25726,18.68,-2.163722107,17,1,0
25727,18.68,-2.415137196,8,1,1
25728,18.68,-2.415137196,8,1,1
25729,18.68,-2.415137196,8,1,1
25730,18.68,-2.468418022,8,1,1
25732,18.68,-2.475327224,8,1,1
25733,18.68,-2.756303155,11,1,1
25735,18.68,-2.756303155,11,1,1
25737,18.68,-3.143667764,7,1,1
25739,18.68,-3.602943047,10,1,1
25740,18.68,-3.693843227,12,1,1
25741,18.68,-3.713105498,16,1,0
25743,18.68,-3.910820664,12,1,1
25755,2.47,1.45082272,14,0,0
25759,2.47,0.5829914829999999,12,0,0
25763,2.47,0.265577517,19,0,1
25764,2.47,0.237543049,3,0,1
25766,2.47,-0.176489607,6,0,1
25767,2.47,-0.181676339,10,0,0
25769,2.47,-0.194927479,13,0,1
25770,2.47,-0.194927479,13,0,1
25771,2.47,-0.328497188,15,0,1
25773,2.47,-0.33881059700000005,19,0,1
25774,2.47,-0.341045163,6,0,0
25776,2.47,-0.44481582,8,0,1
25777,2.47,-0.446522583,18,0,0
25778,2.47,-0.458539033,11,0,1
25779,2.47,-0.458539033,11,0,1
25781,2.47,-0.626300622,9,0,1
25782,2.47,-0.626300622,9,0,1
25784,2.47,-0.661787941,3,0,1
25785,2.47,-0.689746448,12,0,1
25786,2.47,-0.689746448,12,0,1
25787,2.47,-0.7078993109999999,3,0,1
25788,2.47,-0.724828852,4,0,1
25789,2.47,-0.736078418,13,0,0
25790,2.47,-0.795450804,6,0,1
25792,2.47,-0.829795229,9,0,1
25797,2.47,-0.942590891,7,0,1
25798,2.47,-0.955805888,16,0,1
25799,2.47,-0.955805888,16,0,1
25801,2.47,-0.976534447,9,0,1
25803,2.47,-1.001595638,10,0,1
25804,2.47,-1.01882374,14,0,1
25805,2.47,-1.023085934,5,0,1
25807,2.47,-1.030070173,7,0,0
25810,2.47,-1.07729008,17,0,1
25811,2.47,-1.09623957,15,0,0
25814,2.47,-1.128839293,19,0,0
25815,2.47,-1.132457184,11,0,1
25817,2.47,-1.151769627,15,0,1
25818,2.47,-1.158159209,18,0,1
25819,2.47,-1.158159209,18,0,1
25820,2.47,-1.167816782,9,0,0
25822,2.47,-1.232832401,11,0,0
25823,2.47,-1.241007964,4,0,1
25824,2.47,-1.289756468,11,0,1
25827,2.47,-1.373973457,4,0,1
25830,2.47,-1.4121500930000002,13,0,1
25831,2.47,-1.48640907,10,0,1
25832,2.47,-1.48640907,10,0,1
25833,2.47,-1.508735321,5,0,1
25836,2.47,-1.5995739780000002,5,0,1
25837,2.47,-1.5995739780000002,5,0,1
25839,2.47,-1.5995739780000002,5,0,1
25840,2.47,-1.6001717780000002,14,0,1
25842,2.47,-1.66679612,10,0,1
25847,2.47,-1.713036315,19,0,1
25849,2.47,-1.727410275,19,0,1
25852,2.47,-1.814134539,14,0,1
25853,2.47,-1.814134539,14,0,1
25854,2.47,-1.814881967,8,0,1
25855,2.47,-1.832007468,4,0,1
25856,2.47,-1.832007468,4,0,1
25857,2.47,-1.908512562,13,0,1
25859,2.47,-1.927325683,19,0,1
25862,2.47,-1.927325683,19,0,1
25864,2.47,-1.942781524,19,0,1
25869,2.47,-1.95810338,8,0,1
25870,2.47,-1.95810338,8,0,1
25871,2.47,-1.984509682,3,0,0
25873,2.47,-2.005542564,6,0,1
25874,2.47,-2.005542564,6,0,1
25875,2.47,-2.010884749,4,0,1
25876,2.47,-2.047715372,20,0,0
25878,2.47,-2.047715372,20,0,1
25879,2.47,-2.047715372,20,0,1
25883,2.47,-2.30933665,12,0,1
25886,2.47,-2.407512693,8,0,0
25887,2.47,-2.499568998,15,0,1
25888,2.47,-2.499568998,15,0,1
25892,2.47,-2.7004591560000004,4,0,1
25895,2.47,-2.9029790330000003,12,0,1
25899,2.47,-2.981811627,17,0,1
25900,2.47,-2.981811627,17,0,1
25901,2.47,-2.992723169,17,0,0
25902,2.47,-3.0047576260000004,18,0,1
25903,2.47,-3.1215548930000003,17,0,1
25905,2.47,-3.2814203180000003,18,0,1
25906,2.47,-3.330143815,7,0,1
25907,2.47,-3.330143815,7,0,1
25908,2.47,-3.386839637,16,0,1
25909,2.47,-3.42284813,7,0,1
25912,2.47,-3.771513514,5,0,0
25913,2.47,-3.771513514,5,0,0
25915,2.47,-3.821752115,4,0,0
25919,8.79,3.72317907,19,1,1
25923,8.79,3.490500632,19,1,1
25925,8.79,3.325490013,18,1,1
25927,8.79,3.3247984130000003,16,1,1
25928,8.79,3.3247984130000003,16,1,1
25929,8.79,3.310532766,14,1,1
25930,8.79,3.310532766,14,1,1
25932,8.79,3.309307102,19,1,1
25935,8.79,3.154670476,19,1,1
25936,8.79,3.116602205,12,1,1
25938,8.79,3.098334436,4,1,1
25939,8.79,3.098334436,4,1,1
25941,8.79,3.074313362,19,1,0
25945,8.79,3.0331446260000003,19,1,1
25946,8.79,3.0331446260000003,19,1,1
25948,8.79,2.984770397,19,1,1
25949,8.79,2.961093267,20,1,0
25950,8.79,2.961093267,20,1,1
25951,8.79,2.961093267,20,1,1
25952,8.79,2.95883287,15,1,1
25953,8.79,2.95883287,15,1,1
25954,8.79,2.928422084,17,1,1
25955,8.79,2.928422084,17,1,1
25956,8.79,2.9222420060000003,11,1,1
25958,8.79,2.90883417,12,1,1
25960,8.79,2.84184133,13,1,1
25961,8.79,2.84184133,13,1,1
25967,8.79,2.773442207,12,1,1
25969,8.79,2.773442207,12,1,1
25970,8.79,2.740365329,16,1,1
25971,8.79,2.7295653160000004,4,1,0
25972,8.79,2.7295653160000004,4,1,0
25973,8.79,2.630746533,11,1,1
25977,8.79,2.511779783,18,1,1
25978,8.79,2.511779783,18,1,1
25984,8.79,2.263690807,13,1,1
25990,8.79,1.961555502,18,1,1
25992,8.79,1.7699894719999998,13,1,1
25995,8.79,1.511849003,15,1,1
25997,8.79,1.4793642880000002,15,1,1
25999,8.79,1.368619706,3,1,1
26001,8.79,1.221349435,11,1,1
26002,8.79,1.221349435,11,1,1
26004,8.79,1.169413005,5,1,0
26005,8.79,1.128645655,17,1,1
26009,8.79,0.8548778779999999,10,1,1
26011,8.79,0.8210601409999999,18,1,0
26014,8.79,0.552660005,16,1,1
26015,8.79,0.365391148,17,1,1
26016,8.79,0.364488939,14,1,1
26017,8.79,0.363884004,4,1,1
26018,8.79,0.274273769,8,1,0
26026,8.79,-0.534461868,7,1,0
26027,8.79,-0.544878666,8,1,1
26028,8.79,-0.549810461,3,1,1
26029,8.79,-0.7032226340000001,5,1,1
26032,8.79,-0.7879760640000001,6,1,1
26033,8.79,-0.80260341,8,1,1
26034,8.79,-0.840183545,15,1,0
26035,8.79,-0.842305285,8,1,1
26036,8.79,-0.842305285,8,1,1
26038,8.79,-0.8726060859999999,6,1,0
26039,8.79,-0.8756870809999999,5,1,1
26040,8.79,-0.958957562,6,1,1
26041,8.79,-0.958957562,6,1,1
26042,8.79,-1.015392164,16,1,0
26044,8.79,-1.03138787,12,1,0
26045,8.79,-1.07762072,3,1,1
26046,8.79,-1.124746033,7,1,1
26047,8.79,-1.124746033,7,1,1
26048,8.79,-1.154840318,10,1,0
26049,8.79,-1.167735959,14,1,1
26050,8.79,-1.264368513,8,1,1
26051,8.79,-1.279490048,7,1,1
26052,8.79,-1.347537643,10,1,1
26053,8.79,-1.41057212,10,1,1
26054,8.79,-1.41057212,10,1,1
26056,8.79,-1.515869715,8,1,1
26057,8.79,-1.548435837,9,1,1
26058,8.79,-1.548435837,9,1,1
26059,8.79,-1.548435837,9,1,1
26060,8.79,-1.569574414,9,1,1
26062,8.79,-1.65784632,17,1,0
26063,8.79,-1.668357899,14,1,0
26064,8.79,-1.702637536,8,1,1
26065,8.79,-1.854322031,11,1,0
26066,8.79,-1.938343271,4,1,1
26067,8.79,-2.139389342,6,1,1
26069,8.79,-3.222334942,5,1,1
26070,8.79,-3.222334942,5,1,1
26071,8.79,-3.387940597,9,1,0
26072,8.79,-3.387940597,9,1,0
26073,8.79,-3.650540009,7,1,1
26074,8.79,-3.711343518,9,1,1
26075,8.79,-3.884307115,13,1,0
26076,71.7,2.961621043,15,1,1
26077,71.7,2.948395532,15,1,1
26078,71.7,2.948395532,15,1,1
26079,71.7,2.948395532,15,1,1
26081,71.7,2.938766934,19,1,1
26082,71.7,2.912321426,16,1,1
26083,71.7,2.912321426,16,1,1
26084,71.7,2.912321426,16,1,1
26085,71.7,2.8913960860000003,16,1,1
26086,71.7,2.884817994,14,1,1
26087,71.7,2.884817994,14,1,1
26089,71.7,2.861213537,19,1,1
26090,71.7,2.806360167,14,1,1
26091,71.7,2.737394011,14,1,1
26094,71.7,2.697996758,15,1,1
26096,71.7,2.688502997,19,1,1
26097,71.7,2.688502997,19,1,1
26100,71.7,2.6585034430000003,19,1,1
26101,71.7,2.64362929,20,1,0
26102,71.7,2.64362929,20,1,1
26103,71.7,2.64362929,20,1,1
26105,71.7,2.616558064,19,1,1
26106,71.7,2.606346325,14,1,1
26107,71.7,2.563059706,15,1,1
26112,71.7,2.416999516,19,1,1
26115,71.7,2.2582142590000003,18,1,1
26116,71.7,2.173800731,17,1,1
26117,71.7,2.173800731,17,1,1
26119,71.7,2.10668246,18,1,1
26120,71.7,2.10668246,18,1,1
26121,71.7,2.087784307,18,1,1
26123,71.7,2.020376272,14,1,1
26126,71.7,1.919997391,17,1,1
